status,lead_source,lead_owner_id,owner_role,owner_department,owner_is_active,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,lead_is_converted,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity
Nurturing,Web,005hJPMnhQ0WRyZFX9,BDR,Sales,1,4,2,2,0,451,0,296,133.0,122.0
Nurturing,Partner Referral,005tcchhnKXX6SYaxV,SDR,Sales,1,3,2,1,3,854,0,452,-393.0,-397.0
Qualified,Web,0054cPwdknqYVBf2UL,BDR,Sales,1,1,0,1,0,840,0,74,361.0,343.0
Nurturing,Inbound,005xi0Xi0wCwuciNbG,SDR,Sales,1,4,1,3,2,401,0,1022,-387.0,-391.0
Open,Outbound,005eDoAsKFf2bpyVk2,BDR,Sales,1,1,0,1,0,340,1,-229,430.0,420.0
Open,Inbound,005IgSO06ukUkmxr0U,BDR,Sales,1,4,4,0,0,615,0,-214,-10.0,-28.0
Open,Partner Referral,005Xq8vs8ialvuJ4ap,SDR,Sales,1,2,0,2,0,398,0,-280,-397.0,-416.0
Qualified,Partner Referral,005chtXE6kHD1j5gMk,BDR,Sales,1,6,5,1,2,220,0,795,-23.0,-39.0
Qualified,Trade Show,005hrcAAsV0H3bsIeE,SDR,Sales,1,2,0,2,1,819,1,-435,-512.0,-513.0
Nurturing,Event,005M5xWWu90p0JPGJQ,BDR,Sales,1,5,3,2,3,1342,0,-1022,-1211.0,-1218.0
Qualified,Partner Referral,005MwKfgdf4TfBF8Zg,AE,Sales,1,2,0,2,2,49,0,803,-36.0,-60.0
Open,Inbound,005gYdlj9yv5Cc6zkp,BDR,Sales,1,2,2,0,1,39,1,262,560.0,535.0
Qualified,Trade Show,005SotgxabsZFoiinJ,BDR,Sales,1,5,3,2,0,1229,1,-745,-1159.0,-1164.0
Open,Outbound,005VLfsfX7zhRzFubF,SDR,Sales,1,4,3,1,3,682,1,115,-670.0,-678.0
Qualified,Inbound,005ON53s4keRC7Er7R,AE,Sales,1,3,1,2,1,1252,1,-224,-1160.0,-1163.0
Open,Partner Referral,005sbu92PDPF7bHdnm,BDR,Sales,1,2,1,1,0,878,1,-850,-245.0,-269.0
Open,Event,005mbGysH2pp4xju3N,SDR,Sales,1,7,3,4,2,680,1,116,-486.0,-512.0
Working,Outbound,005gXBXTL8NV8xfMOI,BDR,Sales,1,4,3,1,1,1121,0,-888,-555.0,-570.0
Open,Inbound,005aHiW9xNcTdQ2HFK,AE,Sales,1,2,1,1,1,1346,0,223,-1120.0,-1145.0
Open,Trade Show,005kYbLfois6p7LjKf,SDR,Sales,1,2,0,2,1,1172,0,-665,-791.0,-794.0
Working,Inbound,005chtXE6kHD1j5gMk,BDR,Sales,1,2,2,0,0,1218,1,-203,-418.0,-441.0
Working,Outbound,005uJa3pJEeyQVnsZp,BDR,Sales,1,2,0,2,0,1062,1,-982,-543.0,-551.0
Open,Partner Referral,005VxJy5mAR2JIiQzL,SDR,Sales,1,2,0,2,0,260,1,-119,234.0,217.0
Open,Event,005UyDSWXbJPhakryL,BDR,Sales,1,3,1,2,1,1450,0,-1186,-1396.0,-1425.0
Working,Web,005IAWyyPlUBLQDIva,SDR,Sales,1,4,1,3,2,1107,1,-114,-1072.0,-1099.0
Open,Web,005bLIYitOgj1qzWEZ,AE,Sales,1,4,1,3,1,407,0,1273,90.0,67.0
Open,Inbound,005scUETCztHB2VpGr,SDR,Sales,1,5,4,1,3,651,1,903,-203.0,-225.0
Nurturing,Inbound,005Rxy2aV7ygR0ASuT,BDR,Sales,1,5,5,0,3,857,0,774,-767.0,-781.0
Open,Outbound,005UcROE8MIxxlGJGK,AE,Sales,1,6,1,5,2,255,0,581,-216.0,-228.0
Open,Event,005yopVEVGjrYSQu2q,SDR,Sales,1,3,1,2,0,761,0,389,-551.0,-581.0
Open,Event,005pCTycClXuIF6SUv,BDR,Sales,1,4,2,2,2,584,1,182,-199.0,-223.0
Working,Inbound,005r8kcdxSxYgha9K0,SDR,Sales,1,5,3,2,0,442,0,-118,-159.0,-176.0
Open,Web,005PsOTr02Fp2pwCFZ,BDR,Sales,1,5,3,2,3,995,1,-303,-727.0,-736.0
Nurturing,Trade Show,005EhkAnpKcWuNovJ6,BDR,Sales,1,1,0,1,1,600,0,159,859.0,834.0
Open,Inbound,005F4DJKwnDrFRcqbf,BDR,Sales,1,3,2,1,3,820,1,339,-558.0,-574.0
Nurturing,Outbound,005RYrmmC3EMzwluqj,BDR,Sales,1,5,3,2,3,732,0,-372,-728.0,-751.0
Working,Inbound,005YJKL1sxnz5KucCa,SDR,Sales,1,5,2,3,1,744,1,-82,-709.0,-734.0
Working,Partner Referral,005VxJy5mAR2JIiQzL,SDR,Sales,1,3,2,1,2,293,1,-152,182.0,161.0
Working,Partner Referral,005bZBvn4MclbYAtNN,SDR,Sales,1,2,0,2,2,143,0,343,-136.0,-156.0
Nurturing,Event,005UmJEIRnoljtUYmh,BDR,Sales,1,5,3,2,1,1121,1,-602,-1050.0,-1077.0
Open,Inbound,005GmCcmrt3DPvCZcO,BDR,Sales,1,3,1,2,3,684,0,337,444.0,435.0
Open,Inbound,005xi0Xi0wCwuciNbG,SDR,Sales,1,3,1,2,1,326,1,1097,100.0,73.0
Open,Trade Show,005F4DJKwnDrFRcqbf,BDR,Sales,1,1,0,1,1,820,0,339,-483.0,-493.0
Open,Event,005GmCcmrt3DPvCZcO,BDR,Sales,1,6,3,3,3,1356,1,-335,-1307.0,-1317.0
Qualified,Event,005voBFvhNYadVKXTu,BDR,Sales,1,2,2,0,1,95,0,485,192.0,189.0
Nurturing,Outbound,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,3,1,2,2,1279,1,-417,-479.0,-487.0
Open,Trade Show,005iRmiKUtSSkR82g5,BDR,Sales,1,6,1,5,2,425,0,882,294.0,270.0
Open,Event,005PhLjKVjb9dOzZoL,AE,Sales,1,4,3,1,1,795,0,-498,-262.0,-266.0
Nurturing,Inbound,005bo0fFeWaVUqG2KV,SDR,Sales,1,9,3,6,2,858,1,-99,-678.0,-696.0
Open,Partner Referral,005VLfsfX7zhRzFubF,SDR,Sales,1,7,5,2,2,177,1,620,54.0,51.0
Working,Outbound,005qhOaTRDj8l4v6Lo,SDR,Sales,1,5,3,2,1,150,0,1156,-24.0,-45.0
Nurturing,Trade Show,0059wV9ybGAGQOgvhj,BDR,Sales,1,3,1,2,2,100,0,1004,127.0,125.0
Nurturing,Trade Show,005MwKfgdf4TfBF8Zg,AE,Sales,1,5,2,3,1,714,0,138,-392.0,-412.0
Qualified,Inbound,005mm9vtHx0K9TGlB7,SDR,Sales,1,1,0,1,0,579,0,-25,725.0,723.0
Working,Inbound,005F4DJKwnDrFRcqbf,BDR,Sales,1,2,1,1,0,950,1,209,56.0,32.0
Open,Partner Referral,00552has5XdvFlGgIo,SDR,Sales,1,7,4,3,2,1079,0,516,-1074.0,-1079.0
Working,Trade Show,005TqlXejhWbvjVWsd,AE,Sales,1,6,2,4,1,1172,1,-702,-932.0,-948.0
Qualified,Event,005OHuMUHvi8wsLMNv,SDR,Sales,1,1,0,1,0,120,0,787,56.0,39.0
Open,Inbound,005ZRAk3rxvD6mvf15,BDR,Sales,1,6,3,3,1,721,1,-219,-532.0,-534.0
Open,Trade Show,005O8TxStNstfUeWj7,BDR,Sales,1,4,2,2,1,118,0,1426,5.0,3.0
Working,Outbound,005oTniFgpKl8lJKqn,AE,Sales,1,8,3,5,1,1237,0,154,-1248.0,-1261.0
Open,Inbound,005kGz3iLXUMdHQq3f,SDR,Sales,1,4,2,2,2,28,0,968,265.0,243.0
Open,Outbound,005SW3xD3pVRHzXb4Z,SDR,Sales,1,4,1,3,0,462,1,976,-401.0,-422.0
Qualified,Trade Show,005GITA8ZV1nYz3VcV,BDR,Sales,1,8,3,5,3,224,0,573,-234.0,-242.0
Open,Partner Referral,005Zig763saiCy9Xs5,BDR,Sales,1,1,1,0,0,457,1,1122,183.0,155.0
Qualified,Outbound,005GITA8ZV1nYz3VcV,BDR,Sales,1,3,1,2,1,970,0,-173,-799.0,-806.0
Open,Event,005Rxy2aV7ygR0ASuT,BDR,Sales,1,4,2,2,0,363,1,1268,-89.0,-104.0
Open,Outbound,005zWOoMnQrwuxqr1I,SDR,Sales,1,3,3,0,1,691,0,511,-522.0,-533.0
Open,Trade Show,005GmCcmrt3DPvCZcO,BDR,Sales,1,1,0,1,0,425,1,596,297.0,281.0
Open,Inbound,005BLRswT6VWAL3Jkq,BDR,Sales,1,1,1,0,0,470,1,266,684.0,672.0
Open,Inbound,005tRa1eePdjJYM6mg,BDR,Sales,1,1,1,0,1,1241,1,203,-493.0,-500.0
Nurturing,Inbound,005DleKhounx1YJ0rP,BDR,Sales,1,3,1,2,2,855,0,-875,-671.0,-686.0
Nurturing,Inbound,005NhmgMvZSpDy5y9P,BDR,Sales,1,6,5,1,4,1315,1,-386,-957.0,-974.0
Qualified,Event,005BLRswT6VWAL3Jkq,BDR,Sales,1,2,0,2,1,1211,1,-475,-894.0,-897.0
Open,Partner Referral,005nz6ixedb0ulRU2P,BDR,Sales,1,4,2,2,1,1419,0,198,-1283.0,-1299.0
Nurturing,Inbound,005FyZAQiHdXrvrQlY,AE,Sales,1,1,0,1,0,270,1,1330,658.0,643.0
Open,Event,005hJPMnhQ0WRyZFX9,BDR,Sales,1,3,2,1,1,573,1,174,-359.0,-365.0
Open,Partner Referral,00566La41L76C1ZyfL,SDR,Sales,1,5,1,4,3,310,1,1139,-172.0,-198.0
Working,Trade Show,005ZmDANT8NxIwQSUH,BDR,Sales,1,5,4,1,3,577,0,-646,-88.0,-96.0
Nurturing,Web,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,5,1,4,1,1374,1,-875,-685.0,-707.0
Open,Event,005nz6ixedb0ulRU2P,BDR,Sales,1,4,1,3,3,43,1,1574,-15.0,-42.0
Working,Web,005XY8kCmJrc8XXcwE,BDR,Sales,1,4,3,1,3,1002,0,89,-1010.0,-1013.0
Nurturing,Web,005Zig763saiCy9Xs5,BDR,Sales,1,3,2,1,2,464,0,1115,-21.0,-44.0
Qualified,Partner Referral,005uzGGUX4TIYx0w3I,AE,Sales,1,1,0,1,0,1313,1,-84,-635.0,-657.0
Working,Inbound,005yopVEVGjrYSQu2q,SDR,Sales,1,2,0,2,0,187,0,963,-185.0,-200.0
Qualified,Event,005fDW8pqYyhUsaaJT,SDR,Sales,1,4,2,2,1,1259,1,-573,-896.0,-924.0
Qualified,Outbound,005Iyi4Xhg6R1KQ608,SDR,Sales,1,2,2,0,2,4,0,898,660.0,637.0
Open,Web,005N1Jj8umhbHxSPTH,SDR,Sales,1,6,2,4,2,405,1,-392,-371.0,-379.0
Qualified,Outbound,005bLIYitOgj1qzWEZ,AE,Sales,1,5,4,1,0,248,1,1432,87.0,60.0
Nurturing,Inbound,005Fg6NzJiUZlow1pr,BDR,Sales,1,6,4,2,3,1436,0,-203,-1203.0,-1213.0
Open,Event,005ZRAk3rxvD6mvf15,BDR,Sales,1,5,2,3,1,1140,1,-638,-1080.0,-1107.0
Open,Outbound,005gvRs74Xd8fUlA3x,BDR,Sales,1,1,1,0,1,594,1,1056,25.0,13.0
Nurturing,Outbound,005zQVR4ms4RjAh8MF,BDR,Sales,1,4,2,2,2,14,1,396,176.0,160.0
Open,Event,005mYnZlHWW2dnL0rt,BDR,Sales,1,4,2,2,2,1453,1,102,-1046.0,-1047.0
Qualified,Web,005SHkriY5Z0W9xzJS,BDR,Sales,1,5,2,3,2,329,1,-327,394.0,379.0
Working,Outbound,005U1SVjkIk2fyV5rw,SDR,Sales,1,3,1,2,1,825,0,-810,-617.0,-625.0
Working,Partner Referral,005y5u3soBmeQ9pyxl,AE,Sales,1,1,1,0,1,976,1,122,-298.0,-305.0
Qualified,Trade Show,005sW3tnobKnIyN0Nz,SDR,Sales,1,5,4,1,2,1047,0,-1010,-1014.0,-1023.0
Working,Event,005U1SVjkIk2fyV5rw,SDR,Sales,1,2,2,0,0,390,0,-375,618.0,615.0
Qualified,Partner Referral,0052iY9Uot4wf3iCnE,AE,Sales,1,1,1,0,0,565,0,-169,-205.0,-215.0
Open,Inbound,00512E80qDwAaI1oOE,SDR,Sales,1,5,4,1,0,213,0,1151,96.0,88.0
Nurturing,Web,005iRmiKUtSSkR82g5,BDR,Sales,1,1,0,1,0,584,1,723,-584.0,-588.0
Qualified,Event,005Iyi4Xhg6R1KQ608,SDR,Sales,1,0,0,0,0,114,0,788,,
Nurturing,Web,005k1Pfjp8rVQw0f9u,BDR,Sales,1,2,2,0,0,709,0,521,-133.0,-145.0
Working,Outbound,005H18uJWTVdyNheWe,BDR,Sales,1,6,3,3,2,421,1,-306,-414.0,-425.0
Open,Trade Show,0052vuTGNhPaf9DJtR,SDR,Sales,1,2,2,0,1,800,1,-694,-646.0,-651.0
Open,Partner Referral,005mbGysH2pp4xju3N,SDR,Sales,1,4,2,2,1,295,1,501,-141.0,-160.0
Qualified,Web,005f9kyPUYR0yZXH7k,SDR,Sales,1,4,4,0,1,823,1,-498,-544.0,-560.0
Working,Event,005gvRs74Xd8fUlA3x,BDR,Sales,1,3,3,0,1,949,0,701,-354.0,-370.0
Nurturing,Event,005CyM4CU7TgZ0ieQC,BDR,Sales,1,5,4,1,2,961,1,497,-892.0,-902.0
Qualified,Event,005ygjBY3eCoYXQvBW,SDR,Sales,1,3,3,0,3,338,0,1192,169.0,158.0
Qualified,Partner Referral,005KXIvx3Ru4Hx5BVz,SDR,Sales,1,2,1,1,0,400,0,395,-6.0,-25.0
Qualified,Web,005I3dLDQYUNdUVw4Y,AE,Sales,1,2,2,0,1,450,0,35,109.0,84.0
Qualified,Partner Referral,005ZgXPYFXOBU7G1tp,BDR,Sales,1,4,1,3,1,68,1,534,381.0,367.0
Working,Trade Show,005ygjBY3eCoYXQvBW,SDR,Sales,1,5,2,3,4,616,1,914,-585.0,-614.0
Nurturing,Partner Referral,005N1Jj8umhbHxSPTH,SDR,Sales,1,4,1,3,0,967,0,-954,-445.0,-460.0
Open,Event,005iRmiKUtSSkR82g5,BDR,Sales,1,4,2,2,2,1135,0,172,-809.0,-816.0
Qualified,Trade Show,005SotgxabsZFoiinJ,BDR,Sales,1,5,3,2,3,114,1,370,-74.0,-91.0
Open,Inbound,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,1,0,1,0,987,1,-125,-458.0,-486.0
Qualified,Event,005Jf9CIg9lV3G32cG,BDR,Sales,1,9,2,7,5,522,1,471,-479.0,-501.0
Open,Trade Show,005GmCcmrt3DPvCZcO,BDR,Sales,1,2,1,1,0,394,1,627,11.0,1.0
Qualified,Inbound,005aABhuRiSBg0srbz,SDR,Sales,1,3,2,1,1,435,1,-152,-288.0,-310.0
Qualified,Web,005EF1FFbGvvXzIjDl,SDR,Sales,1,3,2,1,1,82,1,984,124.0,122.0
Open,Partner Referral,005k1Pfjp8rVQw0f9u,BDR,Sales,1,4,0,4,2,670,1,560,-417.0,-442.0
Nurturing,Trade Show,005NhmgMvZSpDy5y9P,BDR,Sales,1,5,3,2,0,979,1,-50,-898.0,-919.0
Nurturing,Trade Show,00552has5XdvFlGgIo,SDR,Sales,1,5,5,0,2,294,0,1301,-241.0,-266.0
Nurturing,Outbound,005udoqsW2EyiZN9b0,BDR,Sales,1,6,3,3,2,1110,1,-761,-1069.0,-1094.0
Nurturing,Trade Show,0052yGgxi1v4hCqV4x,SDR,Sales,1,3,1,2,2,550,0,631,684.0,662.0
Nurturing,Trade Show,005M5xWWu90p0JPGJQ,BDR,Sales,1,6,2,4,3,382,1,-62,-312.0,-335.0
Qualified,Web,005DJJzk8TFPHjwamm,BDR,Sales,1,4,3,1,0,693,0,842,-695.0,-703.0
Working,Outbound,005ZmDANT8NxIwQSUH,BDR,Sales,1,2,1,1,1,148,0,-217,-94.0,-96.0
Qualified,Partner Referral,005EF1FFbGvvXzIjDl,SDR,Sales,1,4,0,4,0,842,1,224,-202.0,-218.0
Qualified,Web,005T3CcQW30Fc3HxzP,BDR,Sales,1,3,1,2,1,118,0,227,626.0,603.0
Working,Trade Show,005XY6JL792Cjz6tvp,BDR,Sales,1,1,0,1,0,1293,1,-519,-1059.0,-1073.0
Qualified,Trade Show,0055pWDZRM9H820dFq,SDR,Sales,1,5,2,3,1,457,1,-107,-293.0,-307.0
Working,Inbound,005lkDbq9IPSQ2U7zZ,BDR,Sales,1,5,0,5,2,1352,1,-1,-1052.0,-1074.0
Working,Event,005r8kcdxSxYgha9K0,SDR,Sales,1,2,0,2,0,1346,0,-1022,-862.0,-876.0
Open,Web,005YgcwjR0nrnHIGZX,SDR,Sales,1,1,1,0,1,1063,1,480,249.0,246.0
Open,Event,005lFrIUHPTHLXsJgY,BDR,Sales,1,3,1,2,0,1191,1,-419,-1085.0,-1086.0
Open,Outbound,0054cPwdknqYVBf2UL,BDR,Sales,1,2,2,0,1,736,1,178,-212.0,-231.0
Working,Inbound,005zQVR4ms4RjAh8MF,BDR,Sales,1,2,0,2,1,320,1,90,299.0,279.0
Qualified,Partner Referral,005voBFvhNYadVKXTu,BDR,Sales,1,0,0,0,0,1002,1,-422,,
Working,Partner Referral,005DleKhounx1YJ0rP,BDR,Sales,1,2,0,2,1,232,0,-252,555.0,546.0
Working,Inbound,0058Bwr0RkCwwLehpc,BDR,Sales,1,3,1,2,1,457,1,28,368.0,345.0
Qualified,Partner Referral,005vvizm5OfORbfBYV,SDR,Sales,1,6,4,2,2,1184,1,101,-1168.0,-1186.0
Nurturing,Outbound,005M5xWWu90p0JPGJQ,BDR,Sales,1,3,1,2,0,668,1,-348,-648.0,-652.0
Qualified,Inbound,005XY8kCmJrc8XXcwE,BDR,Sales,1,2,1,1,0,62,0,1029,553.0,551.0
Nurturing,Web,005fDW8pqYyhUsaaJT,SDR,Sales,1,3,3,0,2,1001,1,-315,-657.0,-683.0
Open,Partner Referral,005yopVEVGjrYSQu2q,SDR,Sales,1,5,1,4,2,673,0,477,-334.0,-356.0
Qualified,Outbound,00536VT96AN7M9vHvw,BDR,Sales,1,0,0,0,0,1261,0,-365,,
Qualified,Event,005kYbLfois6p7LjKf,SDR,Sales,1,1,1,0,0,1408,1,-901,-656.0,-657.0
Qualified,Outbound,005GmCcmrt3DPvCZcO,BDR,Sales,1,5,3,2,2,399,1,622,-295.0,-299.0
Nurturing,Trade Show,00569YZ8tMEls1oPGs,SDR,Sales,1,6,4,2,3,792,0,706,-599.0,-628.0
Open,Partner Referral,0053WZIwXgjGUPdHRc,SDR,Sales,1,4,4,0,1,1265,1,-842,-1022.0,-1034.0
Qualified,Inbound,005U1SVjkIk2fyV5rw,SDR,Sales,1,2,2,0,2,226,0,-211,-137.0,-154.0
Working,Web,005q3idaDMhXnwfocw,AE,Sales,1,4,2,2,3,345,0,-324,101.0,75.0
Qualified,Trade Show,005U1SVjkIk2fyV5rw,SDR,Sales,1,3,1,2,1,642,1,-627,-541.0,-542.0
Working,Trade Show,005gXBXTL8NV8xfMOI,BDR,Sales,1,2,1,1,0,451,1,-218,413.0,407.0
Working,Partner Referral,005ZgXPYFXOBU7G1tp,BDR,Sales,1,1,1,0,0,744,0,-142,-596.0,-608.0
Nurturing,Outbound,005gYdlj9yv5Cc6zkp,BDR,Sales,1,5,3,2,3,95,1,206,-49.0,-63.0
Qualified,Web,005Ozb2jx0nnrpjBm7,SDR,Sales,1,2,1,1,0,267,1,996,754.0,739.0
Qualified,Inbound,005dEsDKcaedNVmJU3,SDR,Sales,1,1,0,1,0,208,1,1179,53.0,26.0
Working,Event,005Zig763saiCy9Xs5,BDR,Sales,1,5,1,4,3,1087,1,492,-1028.0,-1036.0
Working,Trade Show,005F4DJKwnDrFRcqbf,BDR,Sales,1,4,2,2,3,1217,0,-58,-681.0,-689.0
Qualified,Trade Show,005UyDSWXbJPhakryL,BDR,Sales,1,6,1,5,3,444,1,-180,-392.0,-403.0
Working,Partner Referral,005kGz3iLXUMdHQq3f,SDR,Sales,1,4,2,2,2,1121,0,-125,-365.0,-371.0
Qualified,Event,005U1cnD3W8AfIM0Y9,BDR,Sales,1,5,0,5,1,1098,1,-32,-969.0,-996.0
Open,Inbound,005XY6JL792Cjz6tvp,BDR,Sales,1,2,1,1,1,437,0,337,-358.0,-363.0
Open,Inbound,005GkgNJqeO2GW2jXH,SDR,Sales,1,3,1,2,2,440,0,1037,-444.0,-465.0
Working,Trade Show,005gXBXTL8NV8xfMOI,BDR,Sales,1,6,3,3,4,1033,1,-800,-890.0,-914.0
Qualified,Event,005H18uJWTVdyNheWe,BDR,Sales,1,3,3,0,1,663,1,-548,-87.0,-99.0
Open,Trade Show,005k1Pfjp8rVQw0f9u,BDR,Sales,1,2,1,1,0,583,0,647,560.0,551.0
Qualified,Web,005CDjSs8Io3wfG3Ak,AE,Sales,1,6,4,2,2,438,1,60,-245.0,-251.0
Nurturing,Partner Referral,005sbu92PDPF7bHdnm,BDR,Sales,1,2,0,2,0,225,0,-197,627.0,604.0
Qualified,Outbound,005M5xWWu90p0JPGJQ,BDR,Sales,1,1,1,0,0,753,0,-433,345.0,327.0
Open,Trade Show,005FA8TcXwRGIFLbcj,SDR,Sales,1,7,3,4,1,195,1,857,-199.0,-202.0
Qualified,Event,005n3YnrPf6lJOdoQd,AE,Sales,1,3,2,1,2,895,1,-457,-481.0,-506.0
Open,Inbound,005EF1FFbGvvXzIjDl,SDR,Sales,1,3,2,1,2,896,0,170,-502.0,-527.0
Working,Web,005f9kyPUYR0yZXH7k,SDR,Sales,1,2,1,1,2,686,1,-361,-393.0,-398.0
Qualified,Inbound,005BLRswT6VWAL3Jkq,BDR,Sales,1,1,0,1,0,211,1,525,-194.0,-208.0
Open,Partner Referral,005eDoAsKFf2bpyVk2,BDR,Sales,1,5,3,2,4,1170,0,-1059,-512.0,-514.0
Open,Partner Referral,005k1Pfjp8rVQw0f9u,BDR,Sales,1,3,1,2,1,1339,0,-109,-909.0,-919.0
Open,Web,005UyDSWXbJPhakryL,BDR,Sales,1,7,3,4,2,566,0,-302,-515.0,-537.0
Nurturing,Web,005T3CcQW30Fc3HxzP,BDR,Sales,1,4,3,1,1,844,0,-499,-659.0,-666.0
Nurturing,Outbound,005YpyV0Iqs18vr6hF,AE,Sales,1,1,1,0,0,1186,1,53,-834.0,-859.0
Nurturing,Trade Show,005U2hcHrNtlfF5gcz,BDR,Sales,1,6,4,2,2,935,0,-906,-850.0,-880.0
Working,Trade Show,0051FeBviD8WOpEx9p,SDR,Sales,1,3,1,2,2,164,0,-166,-23.0,-27.0
Qualified,Outbound,005FW7cpQveNM0iR7j,SDR,Sales,1,5,4,1,3,1401,1,-60,-898.0,-910.0
Working,Outbound,0051FeBviD8WOpEx9p,SDR,Sales,1,3,0,3,0,1303,1,-1305,-455.0,-477.0
Qualified,Partner Referral,005dEsDKcaedNVmJU3,SDR,Sales,1,3,3,0,1,1055,1,332,-387.0,-410.0
Working,Trade Show,005pCTycClXuIF6SUv,BDR,Sales,1,8,3,5,1,77,1,689,240.0,217.0
Working,Trade Show,005EecxXglGcgO8nCu,AE,Sales,1,5,3,2,0,579,0,941,-550.0,-554.0
Open,Partner Referral,005tcchhnKXX6SYaxV,SDR,Sales,1,2,0,2,1,596,0,710,646.0,635.0
Working,Outbound,005gYdlj9yv5Cc6zkp,BDR,Sales,1,2,0,2,1,418,1,-117,-66.0,-84.0
Working,Trade Show,005F4DJKwnDrFRcqbf,BDR,Sales,1,2,1,1,2,1292,0,-133,-235.0,-258.0
Working,Web,0055zd5SriKEc8WlTo,SDR,Sales,1,5,3,2,0,932,1,-148,-934.0,-942.0
Qualified,Event,005SotgxabsZFoiinJ,BDR,Sales,1,4,1,3,1,1188,0,-704,-1006.0,-1008.0
Qualified,Trade Show,005r8kcdxSxYgha9K0,SDR,Sales,1,6,2,4,1,784,0,-460,-707.0,-711.0
Open,Inbound,005yopVEVGjrYSQu2q,SDR,Sales,1,5,5,0,1,166,0,984,-134.0,-136.0
Nurturing,Web,005DtIhNjUqehYU9Ld,SDR,Sales,1,3,3,0,1,715,0,292,-302.0,-319.0
Qualified,Outbound,0055pWDZRM9H820dFq,SDR,Sales,1,4,1,3,1,363,1,-13,36.0,34.0
Open,Partner Referral,005kYbLfois6p7LjKf,SDR,Sales,1,3,2,1,1,60,1,447,423.0,393.0
Working,Inbound,005eP2OT2tJzd6Dja9,BDR,Sales,1,2,2,0,2,673,1,96,-684.0,-691.0
Qualified,Partner Referral,005H18uJWTVdyNheWe,BDR,Sales,1,4,2,2,3,209,1,-94,0.0,-13.0
Working,Event,005BLRswT6VWAL3Jkq,BDR,Sales,1,5,2,3,3,1449,1,-713,-1238.0,-1250.0
Open,Trade Show,005a88RCsXNcc8P2XG,BDR,Sales,1,2,1,1,0,856,1,464,-326.0,-354.0
Working,Inbound,005M1BnJPIeqHk8Nds,SDR,Sales,1,4,2,2,2,703,0,-263,-468.0,-479.0
Working,Outbound,005bZBvn4MclbYAtNN,SDR,Sales,1,6,1,5,2,977,1,-491,-972.0,-980.0
Open,Event,005U1SVjkIk2fyV5rw,SDR,Sales,1,7,4,3,1,1416,0,-1401,-1426.0,-1431.0
Nurturing,Web,0054cPwdknqYVBf2UL,BDR,Sales,1,3,0,3,1,516,0,398,-99.0,-116.0
Qualified,Trade Show,005kYbLfois6p7LjKf,SDR,Sales,1,8,5,3,4,697,0,-190,-358.0,-360.0
Working,Event,005SHkriY5Z0W9xzJS,BDR,Sales,1,1,0,1,0,187,0,-185,1021.0,1012.0
Working,Partner Referral,005lkDbq9IPSQ2U7zZ,BDR,Sales,1,2,2,0,0,1025,0,326,-12.0,-18.0
Qualified,Inbound,005ATkmG7VSdpihf48,SDR,Sales,1,3,1,2,1,690,0,-500,-327.0,-352.0
Open,Inbound,005uK1d6IniB6ZlkqB,SDR,Sales,1,6,5,1,2,889,1,-802,-706.0,-727.0
Qualified,Partner Referral,0053WZIwXgjGUPdHRc,SDR,Sales,1,7,3,4,2,339,1,84,-167.0,-181.0
Nurturing,Outbound,005mm9vtHx0K9TGlB7,SDR,Sales,1,6,2,4,3,740,0,-186,-581.0,-587.0
Nurturing,Partner Referral,005xa0kEIUpEcdrhWI,AE,Sales,1,3,3,0,1,1218,0,395,-1078.0,-1083.0
Open,Trade Show,005mm9vtHx0K9TGlB7,SDR,Sales,1,4,3,1,1,358,1,196,74.0,57.0
Working,Event,005DJJzk8TFPHjwamm,BDR,Sales,1,5,1,4,1,1075,0,460,-1077.0,-1078.0
Working,Trade Show,0053WZIwXgjGUPdHRc,SDR,Sales,1,3,2,1,0,1266,0,-843,-1122.0,-1149.0
Nurturing,Inbound,005vvizm5OfORbfBYV,SDR,Sales,1,5,2,3,4,232,0,1053,-146.0,-167.0
Working,Partner Referral,005kYbLfois6p7LjKf,SDR,Sales,1,1,0,1,0,816,0,-309,499.0,479.0
Open,Outbound,005XY8kCmJrc8XXcwE,BDR,Sales,1,0,0,0,0,577,0,514,,
Qualified,Outbound,0051FeBviD8WOpEx9p,SDR,Sales,1,3,1,2,1,373,0,-375,40.0,33.0
Open,Partner Referral,0059wV9ybGAGQOgvhj,BDR,Sales,1,2,2,0,1,871,0,233,-749.0,-774.0
Working,Partner Referral,005Pa6uUR0EkXHgr5D,AE,Sales,1,2,1,1,1,1340,1,-1057,-762.0,-790.0
Working,Partner Referral,005qf3JcieWVjwiYd7,BDR,Sales,1,4,2,2,2,530,1,45,37.0,7.0
Nurturing,Partner Referral,005uJa3pJEeyQVnsZp,BDR,Sales,1,4,4,0,0,805,1,-725,-562.0,-586.0
Nurturing,Trade Show,005vqvLHAtIsAKf8Wh,AE,Sales,1,7,6,1,2,160,0,815,220.0,201.0
Nurturing,Trade Show,0052vuTGNhPaf9DJtR,SDR,Sales,1,4,2,2,1,10,0,96,1.0,-20.0
