status,lead_source,owner_role,owner_department,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,lead_is_converted
Open,Outbound,SDR,Sales,5,4,1,2,398,1008,-306.0,-328.0,0
Qualified,Web,BDR,Sales,1,1,0,1,378,224,842.0,840.0,1
Working,Event,BDR,Sales,6,6,0,2,1271,-696,-1049.0,-1059.0,0
Qualified,Web,BDR,Sales,2,1,1,2,112,-132,3.0,-19.0,0
Open,Event,SDR,Sales,4,2,2,3,603,222,-248.0,-274.0,0
Open,Web,SDR,Sales,3,1,2,0,1389,-1248,-1378.0,-1386.0,1
Qualified,Event,BDR,Sales,3,2,1,1,998,-734,-675.0,-694.0,0
Working,Outbound,BDR,Sales,3,1,2,1,668,-308,-298.0,-307.0,1
Open,Web,AE,Sales,4,1,3,0,47,361,230.0,226.0,1
Open,Event,SDR,Sales,1,1,0,1,153,-114,1218.0,1217.0,0
Qualified,Web,AE,Sales,6,3,3,5,1166,-138,-959.0,-963.0,1
Nurturing,Trade Show,BDR,Sales,3,1,2,1,1377,166,-615.0,-639.0,0
Nurturing,Inbound,BDR,Sales,4,2,2,0,975,-61,-822.0,-837.0,0
Nurturing,Inbound,BDR,Sales,3,2,1,1,445,324,-363.0,-368.0,1
Nurturing,Event,AE,Sales,2,0,2,0,116,1497,71.0,49.0,0
Nurturing,Event,SDR,Sales,6,4,2,4,493,-168,-505.0,-508.0,1
Open,Event,SDR,Sales,4,2,2,1,577,325,-489.0,-497.0,1
Open,Web,SDR,Sales,3,2,1,1,1043,-357,-113.0,-131.0,1
Working,Trade Show,BDR,Sales,2,1,1,1,807,-60,-409.0,-435.0,1
Qualified,Web,SDR,Sales,3,1,2,0,735,-696,125.0,105.0,0
Qualified,Event,SDR,Sales,2,2,0,2,468,919,-319.0,-326.0,0
Open,Event,BDR,Sales,1,0,1,0,86,1496,553.0,533.0,0
Qualified,Event,BDR,Sales,7,3,4,2,284,132,-195.0,-197.0,0
Open,Trade Show,BDR,Sales,2,1,1,1,1332,-768,-1324.0,-1350.0,1
Qualified,Trade Show,SDR,Sales,2,1,1,0,722,-338,-647.0,-672.0,0
Working,Inbound,SDR,Sales,4,3,1,2,17,486,761.0,745.0,0
Qualified,Web,AE,Sales,3,3,0,1,67,1453,209.0,188.0,0
Working,Inbound,AE,Sales,3,1,2,2,794,96,-58.0,-74.0,1
Qualified,Inbound,SDR,Sales,4,2,2,2,1364,-1286,-1216.0,-1221.0,0
Nurturing,Trade Show,SDR,Sales,4,2,2,0,700,951,23.0,8.0,0
Open,Outbound,AE,Sales,2,1,1,0,81,133,200.0,170.0,1
Open,Event,SDR,Sales,4,3,1,1,1286,20,-990.0,-1016.0,1
Nurturing,Outbound,SDR,Sales,4,1,3,3,83,1568,-88.0,-104.0,1
Qualified,Trade Show,BDR,Sales,2,0,2,1,587,327,-526.0,-542.0,1
Open,Event,SDR,Sales,3,1,2,0,914,-901,-619.0,-642.0,0
Nurturing,Inbound,SDR,Sales,2,1,1,0,546,1049,-82.0,-89.0,0
Nurturing,Partner Referral,BDR,Sales,2,1,1,1,251,1284,-170.0,-175.0,0
Working,Inbound,SDR,Sales,3,2,1,1,666,118,-376.0,-403.0,1
Working,Outbound,SDR,Sales,4,2,2,3,92,415,-48.0,-75.0,0
Open,Web,AE,Sales,0,0,0,0,804,-334,,,1
Nurturing,Partner Referral,BDR,Sales,1,0,1,0,393,-160,-3.0,-11.0,0
Open,Outbound,BDR,Sales,0,0,0,0,1283,296,,,1
Working,Partner Referral,SDR,Sales,3,2,1,2,1037,-135,-732.0,-749.0,0
Nurturing,Outbound,AE,Sales,4,4,0,2,1203,-175,-616.0,-624.0,0
Qualified,Web,BDR,Sales,1,0,1,0,1229,-928,-88.0,-117.0,1
Open,Outbound,BDR,Sales,6,3,3,1,683,787,-671.0,-688.0,0
Working,Event,AE,Sales,4,1,3,2,1151,-63,-917.0,-943.0,1
Open,Event,SDR,Sales,4,1,3,0,621,-480,182.0,153.0,1
Open,Event,BDR,Sales,4,0,4,3,1052,-1121,-1038.0,-1043.0,0
Qualified,Event,AE,Sales,6,6,0,1,748,-188,-669.0,-674.0,0
Open,Partner Referral,BDR,Sales,5,1,4,1,884,-385,-482.0,-494.0,1
Open,Outbound,SDR,Sales,11,6,5,4,120,-42,-63.0,-65.0,0
Working,Event,BDR,Sales,5,2,3,3,304,1275,-278.0,-306.0,0
Working,Trade Show,AE,Sales,3,2,1,0,65,662,-41.0,-65.0,0
Nurturing,Event,SDR,Sales,5,3,2,1,117,-102,-103.0,-105.0,0
Qualified,Outbound,BDR,Sales,5,3,2,3,1138,-276,-1055.0,-1079.0,0
Open,Inbound,SDR,Sales,3,1,2,1,1069,-744,-722.0,-731.0,1
Nurturing,Inbound,SDR,Sales,3,3,0,1,80,1070,419.0,401.0,1
Working,Partner Referral,SDR,Sales,8,6,2,2,1385,-588,-1107.0,-1119.0,0
Nurturing,Event,BDR,Sales,8,4,4,2,516,643,-328.0,-337.0,1
Open,Inbound,BDR,Sales,4,1,3,2,1253,-952,-756.0,-759.0,1
Open,Partner Referral,BDR,Sales,3,1,2,2,560,-159,-454.0,-478.0,1
Nurturing,Web,SDR,Sales,1,0,1,0,790,-641,-95.0,-110.0,0
Working,Trade Show,SDR,Sales,6,1,5,3,1232,303,-1200.0,-1215.0,1
Working,Outbound,SDR,Sales,1,1,0,0,1231,-1216,-688.0,-704.0,1
Open,Trade Show,SDR,Sales,2,2,0,1,1047,-941,-423.0,-443.0,1
Qualified,Event,SDR,Sales,9,4,5,4,1366,-569,-1359.0,-1365.0,1
Qualified,Web,SDR,Sales,3,0,3,3,721,181,-622.0,-627.0,0
Nurturing,Partner Referral,BDR,Sales,2,1,1,0,150,-35,133.0,115.0,0
Qualified,Partner Referral,AE,Sales,4,3,1,1,341,1259,93.0,71.0,0
Qualified,Outbound,BDR,Sales,2,2,0,2,944,407,-768.0,-787.0,0
Nurturing,Web,SDR,Sales,1,1,0,0,997,344,-140.0,-147.0,0
Open,Inbound,SDR,Sales,3,1,2,1,324,808,-85.0,-89.0,0
Nurturing,Outbound,BDR,Sales,3,3,0,1,723,36,-543.0,-563.0,0
Qualified,Inbound,BDR,Sales,3,2,1,1,1106,-332,-91.0,-116.0,0
Nurturing,Web,AE,Sales,3,3,0,0,639,202,-388.0,-412.0,1
Qualified,Inbound,SDR,Sales,6,1,5,2,919,611,-501.0,-528.0,0
Open,Outbound,SDR,Sales,4,0,4,1,351,240,-214.0,-238.0,1
Working,Web,SDR,Sales,5,3,2,1,531,-206,-527.0,-542.0,0
Open,Outbound,BDR,Sales,4,3,1,0,164,1379,-26.0,-56.0,0
Nurturing,Event,SDR,Sales,1,1,0,0,447,991,68.0,51.0,1
Qualified,Web,BDR,Sales,3,0,3,0,241,361,233.0,221.0,1
Open,Event,SDR,Sales,4,1,3,2,747,-749,-509.0,-531.0,0
Qualified,Outbound,SDR,Sales,5,3,2,0,974,311,-682.0,-685.0,0
Open,Trade Show,BDR,Sales,3,1,2,2,1241,-137,-1048.0,-1076.0,1
Nurturing,Web,BDR,Sales,5,2,3,1,728,502,-148.0,-159.0,1
Qualified,Partner Referral,SDR,Sales,2,0,2,0,1387,62,-440.0,-458.0,1
Open,Web,SDR,Sales,8,3,5,1,1422,-659,-1351.0,-1359.0,0
Qualified,Inbound,BDR,Sales,0,0,0,0,406,1225,,,0
Open,Inbound,SDR,Sales,1,1,0,0,540,51,885.0,881.0,0
Working,Web,BDR,Sales,6,4,2,1,281,-252,12.0,-10.0,0
Open,Partner Referral,BDR,Sales,2,0,2,0,802,-5,-204.0,-218.0,1
Working,Event,BDR,Sales,6,1,5,1,308,1247,-60.0,-80.0,1
Nurturing,Event,BDR,Sales,2,1,1,1,123,1432,453.0,440.0,0
Nurturing,Trade Show,SDR,Sales,3,2,1,1,654,-505,-458.0,-474.0,1
Qualified,Outbound,AE,Sales,3,0,3,0,1397,-168,-891.0,-898.0,1
Open,Partner Referral,AE,Sales,5,1,4,0,672,614,-328.0,-330.0,1
Working,Outbound,SDR,Sales,5,3,2,3,513,-189,-123.0,-136.0,1
Qualified,Event,SDR,Sales,5,4,1,1,23,1512,21.0,17.0,1
Working,Web,SDR,Sales,6,4,2,1,659,136,-656.0,-664.0,0
Open,Inbound,BDR,Sales,1,1,0,1,693,-277,234.0,216.0,0
Working,Outbound,SDR,Sales,2,0,2,0,327,1111,-217.0,-230.0,0
Working,Event,SDR,Sales,3,0,3,1,504,-355,-333.0,-340.0,0
Working,Inbound,BDR,Sales,2,1,1,0,558,620,396.0,377.0,0
Working,Event,SDR,Sales,2,1,1,1,38,1349,367.0,345.0,0
Open,Event,BDR,Sales,6,4,2,2,1042,-180,-1048.0,-1072.0,1
Nurturing,Web,BDR,Sales,2,1,1,0,843,701,-388.0,-406.0,0
Nurturing,Outbound,SDR,Sales,7,4,3,1,900,-617,-822.0,-837.0,0
Qualified,Partner Referral,SDR,Sales,4,4,0,1,394,1029,-392.0,-404.0,0
Open,Event,BDR,Sales,3,2,1,0,1286,172,-1163.0,-1181.0,1
Open,Event,BDR,Sales,3,1,2,1,699,367,125.0,121.0,0
Qualified,Trade Show,AE,Sales,3,2,1,1,925,2,-504.0,-530.0,1
Working,Outbound,SDR,Sales,3,1,2,1,570,337,-287.0,-292.0,1
Open,Web,SDR,Sales,7,2,5,2,259,537,-230.0,-251.0,0
Nurturing,Event,BDR,Sales,5,4,1,0,946,-32,-849.0,-850.0,1
Open,Event,SDR,Sales,3,1,2,1,702,-665,-608.0,-621.0,0
Qualified,Inbound,BDR,Sales,2,1,1,0,697,-695,-415.0,-427.0,0
Qualified,Partner Referral,BDR,Sales,7,4,3,3,1352,265,-1283.0,-1294.0,1
Nurturing,Outbound,BDR,Sales,6,0,6,4,318,912,-240.0,-250.0,1
Open,Event,SDR,Sales,5,4,1,1,1231,-724,-925.0,-937.0,0
Open,Event,BDR,Sales,3,1,2,0,1016,-247,-420.0,-450.0,0
Open,Trade Show,BDR,Sales,4,2,2,1,977,-397,-970.0,-998.0,1
Open,Trade Show,SDR,Sales,5,4,1,2,525,377,92.0,91.0,0
Working,Inbound,AE,Sales,3,2,1,1,1135,515,-505.0,-525.0,0
Nurturing,Outbound,SDR,Sales,5,3,2,1,785,267,-384.0,-388.0,1
Nurturing,Trade Show,SDR,Sales,3,0,3,2,81,-3,1142.0,1116.0,1
Qualified,Partner Referral,BDR,Sales,5,3,2,3,1314,-545,-1243.0,-1244.0,1
Nurturing,Inbound,BDR,Sales,3,1,2,0,121,651,251.0,231.0,0
Qualified,Trade Show,BDR,Sales,2,0,2,0,1163,281,-89.0,-91.0,1
Nurturing,Event,SDR,Sales,4,3,1,1,813,717,-808.0,-825.0,1
Nurturing,Trade Show,SDR,Sales,3,0,3,1,63,946,344.0,320.0,0
Nurturing,Partner Referral,SDR,Sales,4,2,2,2,559,103,-391.0,-393.0,1
Working,Event,BDR,Sales,6,5,1,1,897,262,-173.0,-192.0,1
Working,Outbound,BDR,Sales,4,1,3,1,503,1041,-285.0,-306.0,0
Nurturing,Event,BDR,Sales,2,0,2,0,1089,-974,-1053.0,-1069.0,1
Qualified,Web,BDR,Sales,1,0,1,0,1342,336,-1115.0,-1139.0,0
Qualified,Outbound,BDR,Sales,2,2,0,1,616,919,-354.0,-364.0,1
Open,Trade Show,BDR,Sales,7,2,5,1,121,-93,-86.0,-108.0,0
Open,Event,BDR,Sales,5,1,4,1,1371,-1107,-1361.0,-1374.0,0
Qualified,Event,BDR,Sales,2,2,0,0,558,-73,-480.0,-498.0,0
Working,Outbound,BDR,Sales,2,1,1,0,1238,-918,179.0,160.0,0
Open,Outbound,BDR,Sales,4,3,1,1,309,869,-175.0,-192.0,1
Nurturing,Outbound,BDR,Sales,4,1,3,3,817,727,-162.0,-189.0,0
Working,Outbound,BDR,Sales,3,1,2,1,408,339,-111.0,-135.0,1
Nurturing,Inbound,SDR,Sales,4,2,2,2,969,437,-474.0,-498.0,1
Working,Partner Referral,SDR,Sales,2,1,1,1,936,-230,-769.0,-777.0,0
Working,Outbound,SDR,Sales,4,3,1,0,192,294,636.0,614.0,0
Open,Event,SDR,Sales,6,3,3,3,88,1276,521.0,500.0,0
Open,Partner Referral,AE,Sales,2,1,1,0,159,885,172.0,147.0,1
Nurturing,Outbound,BDR,Sales,3,2,1,0,1430,-816,-1404.0,-1405.0,0
Qualified,Partner Referral,AE,Sales,4,3,1,2,1394,-1111,-739.0,-741.0,0
Qualified,Trade Show,SDR,Sales,0,0,0,0,834,530,,,0
Open,Outbound,BDR,Sales,1,1,0,0,237,-126,1155.0,1126.0,0
Open,Outbound,BDR,Sales,2,1,1,1,1405,-412,-1147.0,-1152.0,1
Nurturing,Event,BDR,Sales,3,1,2,1,390,539,-72.0,-73.0,1
Working,Trade Show,SDR,Sales,3,2,1,0,72,1405,548.0,540.0,0
Qualified,Trade Show,BDR,Sales,1,0,1,1,953,138,-317.0,-334.0,1
Qualified,Event,BDR,Sales,1,0,1,1,345,-414,718.0,717.0,1
Nurturing,Web,SDR,Sales,5,3,2,2,1277,-770,-1224.0,-1236.0,0
Open,Partner Referral,BDR,Sales,5,5,0,3,228,876,-128.0,-138.0,1
Qualified,Inbound,SDR,Sales,4,2,2,1,672,123,-655.0,-664.0,0
Open,Partner Referral,AE,Sales,7,4,3,2,323,85,-102.0,-110.0,1
Working,Outbound,AE,Sales,3,2,1,1,852,-163,-434.0,-457.0,0
Qualified,Inbound,BDR,Sales,1,0,1,0,396,106,-49.0,-77.0,0
Qualified,Web,BDR,Sales,4,0,4,2,698,532,-401.0,-414.0,0
Working,Web,AE,Sales,2,1,1,1,174,819,858.0,835.0,1
Open,Outbound,BDR,Sales,3,1,2,2,1231,-882,-936.0,-948.0,0
Qualified,Trade Show,BDR,Sales,3,0,3,0,1088,-486,-961.0,-978.0,0
Working,Trade Show,BDR,Sales,2,1,1,1,1292,-745,-995.0,-1001.0,1
Qualified,Web,SDR,Sales,2,2,0,1,329,-292,-95.0,-105.0,0
Qualified,Inbound,AE,Sales,2,2,0,1,376,102,391.0,374.0,1
Working,Web,SDR,Sales,4,4,0,1,1112,-46,-1037.0,-1052.0,0
Qualified,Event,SDR,Sales,4,1,3,2,550,-513,-531.0,-558.0,0
Working,Trade Show,BDR,Sales,2,0,2,1,261,149,-190.0,-212.0,0
Working,Web,SDR,Sales,4,2,2,3,1103,-1066,-831.0,-838.0,0
Working,Trade Show,AE,Sales,3,1,2,1,304,458,-179.0,-205.0,1
Open,Partner Referral,BDR,Sales,3,0,3,1,121,1458,76.0,74.0,1
Open,Event,BDR,Sales,4,1,3,3,811,255,-370.0,-384.0,1
Open,Trade Show,SDR,Sales,2,1,1,1,5,902,684.0,676.0,1
Working,Event,BDR,Sales,3,2,1,0,1368,310,-1221.0,-1226.0,1
Nurturing,Event,BDR,Sales,7,4,3,3,627,-278,-510.0,-530.0,1
Working,Trade Show,BDR,Sales,2,0,2,0,1240,-378,-581.0,-583.0,1
Qualified,Partner Referral,BDR,Sales,5,3,2,1,1403,-828,-1251.0,-1252.0,0
Nurturing,Outbound,BDR,Sales,4,1,3,1,1336,-177,-870.0,-899.0,0
Open,Web,SDR,Sales,6,3,3,1,1045,-720,-818.0,-837.0,0
Nurturing,Inbound,BDR,Sales,4,1,3,2,1266,277,-754.0,-777.0,0
Working,Outbound,SDR,Sales,3,1,2,0,1141,-1128,-508.0,-532.0,0
Working,Web,BDR,Sales,8,5,3,3,857,-497,-830.0,-831.0,1
Nurturing,Trade Show,BDR,Sales,4,2,2,0,1051,-549,-1002.0,-1019.0,0
Nurturing,Inbound,SDR,Sales,6,4,2,2,1422,-1424,-1404.0,-1425.0,1
Nurturing,Outbound,AE,Sales,3,1,2,1,935,-206,-621.0,-645.0,1
Open,Event,BDR,Sales,2,1,1,1,564,614,-428.0,-444.0,1
Nurturing,Outbound,SDR,Sales,1,1,0,0,303,1120,171.0,164.0,1
Nurturing,Event,BDR,Sales,5,3,2,1,1077,467,-987.0,-1011.0,0
Qualified,Partner Referral,SDR,Sales,5,2,3,1,1060,-264,-732.0,-735.0,1
Qualified,Event,BDR,Sales,3,2,1,1,454,460,-143.0,-171.0,0
Nurturing,Event,BDR,Sales,3,2,1,0,1012,-265,-915.0,-925.0,1
Qualified,Event,BDR,Sales,1,0,1,1,777,-363,76.0,75.0,1
Working,Trade Show,SDR,Sales,3,2,1,2,756,-94,267.0,242.0,0
Open,Event,BDR,Sales,3,2,1,1,1170,137,-676.0,-695.0,1
Nurturing,Outbound,SDR,Sales,5,2,3,1,808,-13,-767.0,-781.0,1
Working,Partner Referral,BDR,Sales,2,1,1,1,760,12,-330.0,-333.0,1
Working,Outbound,BDR,Sales,5,3,2,1,451,124,-285.0,-287.0,1
Qualified,Outbound,AE,Sales,6,3,3,0,29,-38,55.0,52.0,1
Working,Web,BDR,Sales,7,2,5,2,824,719,-691.0,-698.0,1
Qualified,Outbound,BDR,Sales,3,3,0,2,448,1134,-338.0,-349.0,1
Qualified,Outbound,BDR,Sales,4,2,2,1,382,547,67.0,48.0,1
Qualified,Partner Referral,BDR,Sales,3,0,3,1,1227,3,-450.0,-476.0,1
Open,Event,BDR,Sales,4,3,1,2,1382,-883,-866.0,-873.0,0
Nurturing,Event,SDR,Sales,2,2,0,2,131,1071,-1.0,-23.0,0
Open,Inbound,BDR,Sales,2,0,2,1,35,657,-50.0,-66.0,1
Working,Outbound,SDR,Sales,3,1,2,2,1453,-1414,-1117.0,-1134.0,1
Qualified,Inbound,SDR,Sales,3,1,2,0,613,183,-402.0,-413.0,0
Nurturing,Web,SDR,Sales,3,1,2,1,200,1106,309.0,288.0,0
Working,Trade Show,AE,Sales,2,2,0,1,1023,497,-756.0,-768.0,1
Nurturing,Web,SDR,Sales,3,1,2,1,1359,-562,-916.0,-934.0,1
Nurturing,Partner Referral,SDR,Sales,0,0,0,0,1025,107,,,0
Qualified,Partner Referral,AE,Sales,3,1,2,0,681,46,43.0,37.0,0
Open,Event,SDR,Sales,8,7,1,3,72,1377,310.0,300.0,0
Nurturing,Partner Referral,SDR,Sales,6,1,5,4,1400,-260,-1368.0,-1391.0,1
Working,Outbound,BDR,Sales,2,1,1,0,1269,-920,-1095.0,-1102.0,0
Open,Partner Referral,AE,Sales,2,0,2,2,987,316,139.0,115.0,1
Qualified,Inbound,SDR,Sales,5,2,3,2,1285,-490,-641.0,-644.0,0
Qualified,Trade Show,AE,Sales,3,1,2,1,818,795,-717.0,-741.0,1
Working,Web,SDR,Sales,5,3,2,3,458,1085,-251.0,-259.0,0
Nurturing,Outbound,BDR,Sales,5,2,3,0,1223,-531,-1107.0,-1131.0,1
Open,Event,BDR,Sales,4,3,1,3,948,596,-846.0,-857.0,0
Qualified,Outbound,BDR,Sales,2,0,2,0,1450,-951,-831.0,-842.0,0
Working,Outbound,BDR,Sales,5,2,3,2,147,612,-55.0,-69.0,1
Open,Outbound,BDR,Sales,5,2,3,3,905,-330,-898.0,-921.0,1
Nurturing,Web,BDR,Sales,5,3,2,1,358,1273,-24.0,-53.0,0
Working,Outbound,BDR,Sales,3,1,2,0,1029,278,-198.0,-226.0,1
Nurturing,Outbound,SDR,Sales,3,2,1,1,666,757,-215.0,-223.0,1
Working,Partner Referral,SDR,Sales,2,0,2,0,718,-164,355.0,331.0,0
Open,Outbound,SDR,Sales,8,3,5,1,862,692,-652.0,-662.0,1
Nurturing,Web,SDR,Sales,1,0,1,1,1328,207,-880.0,-885.0,0
Open,Web,BDR,Sales,6,3,3,2,562,-77,-575.0,-580.0,0
Nurturing,Web,BDR,Sales,5,5,0,0,410,1048,-84.0,-93.0,1
Qualified,Outbound,BDR,Sales,6,3,3,3,285,1365,-304.0,-316.0,1
Qualified,Inbound,AE,Sales,5,2,3,0,92,1339,169.0,153.0,0
Working,Event,BDR,Sales,6,4,2,3,349,1301,-356.0,-380.0,1
Working,Trade Show,AE,Sales,8,3,5,3,1082,309,-1006.0,-1022.0,0
Qualified,Partner Referral,SDR,Sales,5,3,2,1,1137,227,-1106.0,-1129.0,1
Working,Partner Referral,SDR,Sales,1,1,0,1,387,679,-55.0,-57.0,1
Qualified,Outbound,BDR,Sales,4,1,3,1,1292,-271,-1278.0,-1297.0,0
Open,Event,AE,Sales,5,2,3,0,144,7,97.0,67.0,1
Qualified,Trade Show,BDR,Sales,4,1,3,0,976,257,-920.0,-942.0,0
Open,Partner Referral,BDR,Sales,6,4,2,1,283,1348,-226.0,-238.0,0
Open,Inbound,SDR,Sales,4,2,2,0,198,126,266.0,244.0,0
Open,Inbound,BDR,Sales,2,0,2,1,907,-360,105.0,101.0,0
Open,Event,SDR,Sales,4,1,3,1,1284,22,-990.0,-1015.0,0
Nurturing,Partner Referral,AE,Sales,2,1,1,1,196,291,-114.0,-120.0,1
Qualified,Inbound,AE,Sales,6,2,4,2,1115,377,-940.0,-942.0,0
Working,Web,SDR,Sales,1,1,0,1,46,961,523.0,519.0,1
Qualified,Trade Show,SDR,Sales,5,2,3,1,1170,-845,-1172.0,-1198.0,1
Open,Web,BDR,Sales,2,1,1,0,1196,262,-990.0,-992.0,1
Nurturing,Web,BDR,Sales,6,4,2,1,735,735,-442.0,-463.0,1
Nurturing,Trade Show,AE,Sales,3,2,1,2,1350,-366,-1291.0,-1311.0,1
Working,Event,BDR,Sales,8,5,3,3,1221,99,-885.0,-894.0,0
Nurturing,Event,SDR,Sales,2,2,0,1,1007,644,-420.0,-432.0,0
Open,Outbound,SDR,Sales,2,1,1,1,1406,-504,-1117.0,-1121.0,1
Nurturing,Web,SDR,Sales,5,3,2,1,719,-613,-724.0,-734.0,0
Working,Event,AE,Sales,3,2,1,0,769,127,-529.0,-533.0,0
Nurturing,Partner Referral,BDR,Sales,4,2,2,3,451,1104,100.0,78.0,1
Working,Partner Referral,BDR,Sales,1,0,1,0,1375,-959,-702.0,-729.0,0
Working,Inbound,SDR,Sales,6,5,1,1,1442,-78,-1421.0,-1450.0,0
Nurturing,Web,SDR,Sales,5,2,3,2,439,557,-229.0,-254.0,0
Qualified,Trade Show,SDR,Sales,2,1,1,1,309,131,-217.0,-240.0,0
Qualified,Inbound,BDR,Sales,4,2,2,0,1088,-174,-1104.0,-1115.0,1
Nurturing,Trade Show,BDR,Sales,2,2,0,1,446,998,702.0,694.0,0
Nurturing,Outbound,BDR,Sales,2,2,0,0,527,20,-512.0,-537.0,1
Working,Inbound,BDR,Sales,3,1,2,0,914,-430,-691.0,-699.0,1
Nurturing,Inbound,BDR,Sales,1,0,1,1,180,1171,-105.0,-114.0,0
Working,Event,SDR,Sales,2,2,0,0,1087,-1050,-813.0,-822.0,0
Open,Trade Show,SDR,Sales,3,2,1,2,565,141,-298.0,-300.0,0
Nurturing,Outbound,BDR,Sales,3,2,1,0,77,785,-6.0,-15.0,1
Open,Trade Show,SDR,Sales,1,1,0,0,887,536,371.0,367.0,1
Working,Trade Show,SDR,Sales,2,2,0,0,10,1140,953.0,930.0,0
Working,Event,AE,Sales,3,2,1,2,480,1200,-43.0,-58.0,0
Open,Outbound,SDR,Sales,4,2,2,2,165,842,355.0,346.0,0
Qualified,Inbound,AE,Sales,2,2,0,0,160,928,115.0,96.0,1
Open,Trade Show,SDR,Sales,2,0,2,0,351,975,-124.0,-141.0,0
Working,Trade Show,SDR,Sales,1,1,0,0,906,-109,-240.0,-242.0,1
Nurturing,Event,SDR,Sales,4,2,2,1,961,-454,-571.0,-586.0,1
Working,Trade Show,SDR,Sales,6,3,3,2,203,-115,-100.0,-120.0,1
Open,Trade Show,SDR,Sales,5,3,2,1,1344,-1195,-1310.0,-1315.0,1
Working,Trade Show,BDR,Sales,4,0,4,0,769,-409,-593.0,-601.0,1
Qualified,Outbound,BDR,Sales,0,0,0,0,219,356,,,0
Nurturing,Event,BDR,Sales,2,1,1,0,110,-179,-7.0,-11.0,0
Nurturing,Web,SDR,Sales,5,1,4,1,894,-510,-718.0,-742.0,1
Qualified,Web,SDR,Sales,3,2,1,0,9,1489,93.0,67.0,1
Nurturing,Trade Show,BDR,Sales,5,4,1,2,617,-37,-479.0,-480.0,0
Open,Trade Show,SDR,Sales,3,1,2,0,1144,-1026,-1001.0,-1005.0,1
Open,Web,SDR,Sales,2,0,2,2,657,106,-629.0,-636.0,1
Nurturing,Inbound,BDR,Sales,5,4,1,2,643,131,-304.0,-315.0,0
Working,Inbound,SDR,Sales,7,3,4,4,946,61,-850.0,-859.0,0
Nurturing,Event,SDR,Sales,3,2,1,2,30,58,495.0,485.0,1
Working,Web,SDR,Sales,2,0,2,1,840,62,-511.0,-514.0,1
Working,Trade Show,SDR,Sales,5,2,3,1,1405,-1287,-1106.0,-1118.0,0
Working,Inbound,SDR,Sales,2,0,2,1,492,771,-401.0,-408.0,1
Open,Web,SDR,Sales,4,2,2,1,763,233,-242.0,-260.0,1
Open,Inbound,BDR,Sales,3,2,1,1,695,-615,-410.0,-428.0,0
Open,Web,SDR,Sales,3,1,2,1,105,638,-109.0,-111.0,0
Qualified,Web,SDR,Sales,5,2,3,1,1241,-1202,-883.0,-903.0,0
Nurturing,Web,SDR,Sales,5,2,3,3,720,621,-685.0,-706.0,1
Nurturing,Outbound,SDR,Sales,2,1,1,0,514,935,-214.0,-238.0,1
Nurturing,Web,BDR,Sales,4,3,1,0,1229,-744,-937.0,-944.0,1
Qualified,Trade Show,BDR,Sales,3,1,2,1,588,642,-515.0,-542.0,1
Nurturing,Event,AE,Sales,4,1,3,1,1008,-521,-926.0,-950.0,1
Qualified,Inbound,BDR,Sales,2,2,0,0,591,-181,259.0,240.0,1
Open,Web,SDR,Sales,2,2,0,1,238,894,-137.0,-146.0,1
Open,Inbound,AE,Sales,4,2,2,2,9,1374,390.0,381.0,1
Open,Web,BDR,Sales,7,3,4,2,89,773,103.0,88.0,0
Qualified,Inbound,BDR,Sales,4,3,1,1,1069,-173,-1024.0,-1046.0,0
Open,Web,BDR,Sales,4,2,2,3,1165,155,-1174.0,-1177.0,1
Qualified,Trade Show,SDR,Sales,4,2,2,1,1247,404,-488.0,-516.0,1
Qualified,Event,BDR,Sales,5,2,3,2,290,1289,-286.0,-306.0,1
Qualified,Trade Show,SDR,Sales,1,0,1,1,163,1143,624.0,619.0,0
Working,Outbound,BDR,Sales,1,0,1,0,1079,-968,223.0,205.0,1
Qualified,Inbound,SDR,Sales,3,3,0,0,584,701,-552.0,-570.0,1
Working,Partner Referral,BDR,Sales,6,3,3,1,872,-523,-849.0,-853.0,1
Open,Inbound,BDR,Sales,3,1,2,0,1312,-1011,-1073.0,-1078.0,0
Qualified,Inbound,AE,Sales,5,2,3,1,417,728,-192.0,-205.0,0
Open,Partner Referral,BDR,Sales,9,3,6,2,1020,-1089,-991.0,-993.0,0
Working,Web,BDR,Sales,4,2,2,0,1394,-628,-1185.0,-1188.0,1
Working,Partner Referral,SDR,Sales,0,0,0,0,1280,-1052,,,0
Nurturing,Trade Show,BDR,Sales,3,1,2,2,1066,-656,-701.0,-723.0,1
Qualified,Event,SDR,Sales,8,7,1,2,357,-359,-349.0,-377.0,0
Working,Inbound,BDR,Sales,1,0,1,0,545,521,-366.0,-374.0,1
Nurturing,Partner Referral,SDR,Sales,1,1,0,1,186,405,233.0,222.0,1
Qualified,Outbound,SDR,Sales,5,1,4,4,721,-35,-689.0,-718.0,0
Qualified,Inbound,AE,Sales,3,2,1,2,6,723,279.0,265.0,1
Open,Web,AE,Sales,2,0,2,0,899,728,-184.0,-201.0,0
Open,Event,BDR,Sales,1,1,0,1,553,61,163.0,159.0,1
Open,Partner Referral,SDR,Sales,3,1,2,3,217,915,-109.0,-120.0,1
Nurturing,Web,BDR,Sales,2,2,0,1,433,51,-117.0,-143.0,1
