status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,task_count_bucket,lead_is_converted
Nurturing,Partner Referral,005lWDDSfm41preSiA,SDR,2,0,2,2,1367,284,0.0,0.0,0.0,1.0,1.0,0.0014619883040935,0.0014619883040935,0.0070175438596491,1.0,1.0,730_plus,1_2,0
Working,Inbound,005mtNZ6PjUxSYdipW,AE,2,2,0,0,0,547,875.0,869.0,1.0,0.0,0.0,2.0,0.0,0.0036496350364963,0.0011494252873563218,0.001141552511415525,0_30,1_2,0
Qualified,Inbound,005mm9vtHx0K9TGlB7,SDR,1,0,1,0,1237,-683,0.0,0.0,0.0,1.0,0.0,0.0008077544426494,0.0,-0.001466275659824,1.0,1.0,730_plus,1_2,0
Open,Event,005hJPMnhQ0WRyZFX9,BDR,7,1,6,1,213,534,0.0,0.0,0.1428571428571428,0.8571428571428571,0.1428571428571428,0.0327102803738317,0.0046728971962616,0.0130841121495327,1.0,1.0,181_365,6_10,1
Nurturing,Web,005XY8kCmJrc8XXcwE,BDR,3,1,2,1,206,885,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0144927536231884,0.0048309178743961,0.0033860045146726,1.0,1.0,181_365,3_5,0
Working,Web,005UyDSWXbJPhakryL,BDR,4,1,3,2,1434,-1170,0.0,0.0,0.25,0.75,0.5,0.002787456445993,0.0013937282229965,-0.0034217279726261,1.0,1.0,730_plus,3_5,0
Nurturing,Trade Show,005bZBvn4MclbYAtNN,SDR,2,2,0,0,876,-390,0.0,0.0,1.0,0.0,0.0,0.0022805017103762,0.0,-0.0051413881748071,1.0,1.0,730_plus,1_2,1
Open,Web,005Zig763saiCy9Xs5,BDR,2,1,1,1,366,1213,0.0,0.0,0.5,0.5,0.5,0.0054495912806539,0.0027247956403269,0.0016474464579901,1.0,1.0,366_730,1_2,1
Open,Trade Show,005HAD1xOIM0ZXro8p,SDR,6,4,2,4,958,-870,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0062565172054223,0.0041710114702815,-0.0069044879171461,1.0,1.0,730_plus,6_10,0
Open,Web,0059UKz8nd1s6XFb2G,BDR,1,1,0,0,1396,-982,0.0,0.0,1.0,0.0,0.0,0.0007158196134574,0.0,-0.001019367991845,1.0,1.0,730_plus,1_2,1
Working,Inbound,005UyDSWXbJPhakryL,BDR,2,2,0,1,552,-288,0.0,0.0,1.0,0.0,0.5,0.0036166365280289,0.0018083182640144,-0.0069686411149825,1.0,1.0,366_730,1_2,1
Working,Trade Show,005mm9vtHx0K9TGlB7,SDR,1,1,0,0,710,-156,445.0,433.0,1.0,0.0,0.0,0.0014064697609001,0.0,-0.0064516129032258,0.002304147465437788,0.002242152466367713,366_730,1_2,0
Nurturing,Web,005ygjBY3eCoYXQvBW,SDR,5,3,2,1,1057,473,0.0,0.0,0.6,0.4,0.2,0.0047258979206049,0.0009451795841209,0.010548523206751,1.0,1.0,730_plus,3_5,1
Open,Event,005iRmiKUtSSkR82g5,BDR,4,3,1,1,620,687,0.0,0.0,0.75,0.25,0.25,0.0064412238325281,0.001610305958132,0.005813953488372,1.0,1.0,366_730,3_5,1
Open,Outbound,005GmCcmrt3DPvCZcO,BDR,8,4,4,4,154,867,25.0,11.0,0.5,0.5,0.5,0.0516129032258064,0.0258064516129032,0.0092165898617511,0.08333333333333333,0.038461538461538464,91_180,6_10,0
Qualified,Partner Referral,005lWDDSfm41preSiA,SDR,8,3,5,1,1215,436,0.0,0.0,0.375,0.625,0.125,0.006578947368421,0.0008223684210526,0.0183066361556064,1.0,1.0,730_plus,6_10,0
Working,Inbound,0059UKz8nd1s6XFb2G,BDR,4,0,4,1,1132,-718,0.0,0.0,0.0,1.0,0.25,0.0035304501323918,0.0008826125330979,-0.00557880055788,1.0,1.0,730_plus,3_5,0
Working,Outbound,005YgcwjR0nrnHIGZX,SDR,5,4,1,2,1255,288,0.0,0.0,0.8,0.2,0.4,0.0039808917197452,0.001592356687898,0.0173010380622837,1.0,1.0,730_plus,3_5,1
Qualified,Trade Show,005oTuswObpFtGANeE,SDR,5,3,2,3,857,-670,0.0,0.0,0.6,0.4,0.6,0.0058275058275058,0.0034965034965034,-0.007473841554559,1.0,1.0,730_plus,3_5,1
Working,Web,005H18uJWTVdyNheWe,BDR,2,1,1,1,797,-682,0.0,0.0,0.5,0.5,0.5,0.0025062656641604,0.0012531328320802,-0.0029368575624082,1.0,1.0,730_plus,1_2,1
Open,Event,005chtXE6kHD1j5gMk,BDR,6,3,3,2,1127,-112,0.0,0.0,0.5,0.5,0.3333333333333333,0.0053191489361702,0.00177304964539,-0.054054054054054,1.0,1.0,730_plus,6_10,1
Nurturing,Web,005GkgNJqeO2GW2jXH,SDR,1,1,0,0,83,1394,274.0,261.0,1.0,0.0,0.0,0.0119047619047619,0.0,0.0007168458781362,0.003816793893129771,0.0036363636363636364,31_90,1_2,1
Qualified,Inbound,005w1rZfJkoRoaYcEo,BDR,3,3,0,1,469,1074,253.0,246.0,1.0,0.0,0.3333333333333333,0.0063829787234042,0.002127659574468,0.0027906976744186,0.004048582995951417,0.003937007874015748,366_730,3_5,1
Qualified,Outbound,005Ozb2jx0nnrpjBm7,SDR,4,2,2,2,693,570,0.0,0.0,0.5,0.5,0.5,0.0057636887608069,0.0028818443804034,0.0070052539404553,1.0,1.0,366_730,3_5,1
Qualified,Partner Referral,005KXIvx3Ru4Hx5BVz,SDR,3,1,2,1,1075,-280,73.0,72.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0027881040892193,0.0009293680297397,-0.010752688172043,0.0136986301369863,0.013513513513513514,730_plus,3_5,1
Working,Inbound,005C9ZE4d3Sx2TUFjd,AE,4,2,2,1,82,-150,93.0,87.0,0.5,0.5,0.25,0.0481927710843373,0.0120481927710843,-0.0268456375838926,0.011363636363636364,0.010638297872340425,31_90,3_5,0
Nurturing,Inbound,005EF1FFbGvvXzIjDl,SDR,1,0,1,0,1338,-272,0.0,0.0,0.0,1.0,0.0,0.0007468259895444,0.0,-0.003690036900369,1.0,1.0,730_plus,1_2,0
Qualified,Inbound,005uK1d6IniB6ZlkqB,SDR,2,2,0,0,606,-519,11.0,2.0,1.0,0.0,0.0,0.0032948929159802,0.0,-0.0038610038610038,0.3333333333333333,0.08333333333333333,366_730,1_2,1
Open,Inbound,005oNQqFKPLjEKAacs,SDR,2,2,0,0,90,1042,423.0,415.0,1.0,0.0,0.0,0.0219780219780219,0.0,0.0019175455417066,0.002403846153846154,0.0023584905660377358,31_90,1_2,0
Working,Event,005k1Pfjp8rVQw0f9u,BDR,4,1,3,2,278,952,0.0,0.0,0.25,0.75,0.5,0.014336917562724,0.007168458781362,0.0041972717733473,1.0,1.0,181_365,3_5,1
Nurturing,Inbound,005SzPtEFRJYtyoJvY,BDR,3,0,3,0,245,319,70.0,60.0,0.0,1.0,0.0,0.0121951219512195,0.0,0.009375,0.01639344262295082,0.014084507042253521,181_365,3_5,1
Working,Web,005XY6JL792Cjz6tvp,BDR,3,2,1,2,170,604,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0175438596491228,0.0116959064327485,0.0049586776859504,1.0,1.0,91_180,3_5,0
Working,Inbound,005fjwPseptfcyBFSO,AE,2,2,0,0,1096,-352,0.0,0.0,1.0,0.0,0.0,0.0018231540565177,0.0,-0.0056980056980056,1.0,1.0,730_plus,1_2,1
Qualified,Web,005FmC4bvUmQBFO9r1,BDR,5,2,3,1,534,1144,0.0,0.0,0.4,0.6,0.2,0.0093457943925233,0.0018691588785046,0.0043668122270742,1.0,1.0,366_730,3_5,1
Nurturing,Trade Show,005BLRswT6VWAL3Jkq,BDR,3,1,2,1,146,590,21.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0204081632653061,0.0068027210884353,0.0050761421319796,1.0,0.045454545454545456,91_180,3_5,1
Working,Inbound,0058Bwr0RkCwwLehpc,BDR,2,1,1,2,399,86,0.0,0.0,0.5,0.5,1.0,0.005,0.005,0.0229885057471264,1.0,1.0,366_730,1_2,1
Working,Inbound,005O8TxStNstfUeWj7,BDR,5,3,2,2,885,659,0.0,0.0,0.6,0.4,0.4,0.0056433408577878,0.0022573363431151,0.0075757575757575,1.0,1.0,730_plus,3_5,0
Open,Partner Referral,005EhkAnpKcWuNovJ6,BDR,6,1,5,2,578,181,0.0,0.0,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.0103626943005181,0.003454231433506,0.0329670329670329,1.0,1.0,366_730,6_10,1
Qualified,Partner Referral,005JwwpEL8xofdwkwl,SDR,5,2,3,2,11,824,502.0,498.0,0.4,0.6,0.4,0.4166666666666667,0.1666666666666666,0.006060606060606,0.002004008016032064,0.0019880715705765406,0_30,3_5,1
Nurturing,Inbound,005VLfsfX7zhRzFubF,SDR,1,0,1,0,128,669,865.0,839.0,0.0,1.0,0.0,0.0077519379844961,0.0,0.0014925373134328,0.0011904761904761906,0.0011547344110854503,91_180,1_2,0
Qualified,Web,005H18uJWTVdyNheWe,BDR,4,2,2,3,1295,-1180,0.0,0.0,0.5,0.5,0.75,0.0030864197530864,0.0023148148148148,-0.003392705682782,1.0,1.0,730_plus,3_5,1
Qualified,Outbound,005eGrxIA9j7Kap744,AE,5,5,0,1,920,-30,0.0,0.0,1.0,0.0,0.2,0.00542888165038,0.001085776330076,-0.1724137931034483,1.0,1.0,730_plus,3_5,0
Nurturing,Partner Referral,005FW7cpQveNM0iR7j,SDR,3,1,2,1,817,524,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0036674816625916,0.0012224938875305,0.0057142857142857,1.0,1.0,730_plus,3_5,0
Open,Web,005PkYO2xaCUvet6zY,SDR,2,1,1,2,1170,-464,0.0,0.0,0.5,0.5,1.0,0.0017079419299743,0.0017079419299743,-0.0043196544276457,1.0,1.0,730_plus,1_2,1
Nurturing,Inbound,00566La41L76C1ZyfL,SDR,3,3,0,2,876,573,0.0,0.0,1.0,0.0,0.6666666666666666,0.0034207525655644,0.0022805017103762,0.0052264808362369,1.0,1.0,730_plus,3_5,0
Working,Partner Referral,00512E80qDwAaI1oOE,SDR,3,1,2,0,369,995,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0081081081081081,0.0,0.003012048192771,1.0,1.0,366_730,3_5,0
Working,Outbound,005iRmiKUtSSkR82g5,BDR,3,1,2,3,1392,-85,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0021536252692031,0.0021536252692031,-0.0357142857142857,1.0,1.0,730_plus,3_5,1
Qualified,Outbound,005IgSO06ukUkmxr0U,BDR,5,3,2,3,330,71,0.0,0.0,0.6,0.4,0.6,0.0151057401812688,0.0090634441087613,0.0694444444444444,1.0,1.0,181_365,3_5,0
Nurturing,Web,005dEsDKcaedNVmJU3,SDR,2,1,1,0,820,567,117.0,104.0,0.5,0.5,0.0,0.002436053593179,0.0,0.0035211267605633,0.009523809523809525,0.00847457627118644,730_plus,1_2,1
Working,Event,005YgcwjR0nrnHIGZX,SDR,2,1,1,1,1173,370,0.0,0.0,0.5,0.5,0.5,0.0017035775127768,0.0008517887563884,0.0053908355795148,1.0,1.0,730_plus,1_2,1
Working,Partner Referral,0052yGgxi1v4hCqV4x,SDR,3,2,1,2,693,488,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0043227665706051,0.0028818443804034,0.0061349693251533,1.0,1.0,366_730,3_5,1
Working,Web,005qhOaTRDj8l4v6Lo,SDR,1,0,1,1,1372,-66,0.0,0.0,0.0,1.0,1.0,0.0007283321194464,0.0007283321194464,-0.0153846153846153,1.0,1.0,730_plus,1_2,1
Working,Trade Show,005tcchhnKXX6SYaxV,SDR,4,2,2,1,987,319,0.0,0.0,0.5,0.5,0.25,0.0040485829959514,0.0010121457489878,0.0125,1.0,1.0,730_plus,3_5,1
Nurturing,Event,005lFrIUHPTHLXsJgY,BDR,5,3,2,1,79,693,78.0,51.0,0.6,0.4,0.2,0.0625,0.0125,0.0072046109510086,0.019230769230769232,0.012658227848101266,31_90,3_5,0
Open,Inbound,005CS61es1IwtecnA5,SDR,4,4,0,1,1016,-938,0.0,0.0,1.0,0.0,0.25,0.0039331366764995,0.0009832841691248,-0.0042689434364994,1.0,1.0,730_plus,3_5,0
Open,Event,005IgSO06ukUkmxr0U,BDR,5,3,2,3,937,-536,0.0,0.0,0.6,0.4,0.6,0.0053304904051172,0.0031982942430703,-0.0093457943925233,1.0,1.0,730_plus,3_5,1
Working,Partner Referral,005YgcwjR0nrnHIGZX,SDR,6,5,1,1,750,793,0.0,0.0,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.0079893475366178,0.0013315579227696,0.0075566750629722,1.0,1.0,730_plus,6_10,1
Nurturing,Partner Referral,005UmJEIRnoljtUYmh,BDR,3,2,1,1,383,136,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0078125,0.0026041666666666,0.0218978102189781,1.0,1.0,366_730,3_5,0
Nurturing,Trade Show,005irLwe9xEBlEAQNC,SDR,4,3,1,2,843,-804,0.0,0.0,0.75,0.25,0.5,0.0047393364928909,0.0023696682464454,-0.0049813200498132,1.0,1.0,730_plus,3_5,0
Qualified,Partner Referral,005GBFWjFmmyU3YASa,BDR,2,0,2,0,1457,-747,0.0,0.0,0.0,1.0,0.0,0.0013717421124828,0.0,-0.002680965147453,1.0,1.0,730_plus,1_2,0
Nurturing,Outbound,005gYdlj9yv5Cc6zkp,BDR,2,2,0,2,755,-454,358.0,350.0,1.0,0.0,1.0,0.0026455026455026,0.0026455026455026,-0.0044150110375275,0.002849002849002849,0.002785515320334262,730_plus,1_2,0
Open,Inbound,005zQVR4ms4RjAh8MF,BDR,2,2,0,0,111,299,650.0,626.0,1.0,0.0,0.0,0.0178571428571428,0.0,0.0066666666666666,0.001594896331738437,0.0015360983102918587,91_180,1_2,1
Qualified,Web,005Rxy2aV7ygR0ASuT,BDR,2,1,1,1,1146,485,0.0,0.0,0.5,0.5,0.5,0.001743679163034,0.000871839581517,0.0041152263374485,1.0,1.0,730_plus,1_2,1
Nurturing,Web,005FmC4bvUmQBFO9r1,BDR,0,0,0,0,1279,399,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730_plus,0,1
Qualified,Trade Show,005yopVEVGjrYSQu2q,SDR,4,0,4,1,770,380,0.0,0.0,0.0,1.0,0.25,0.0051880674448767,0.0012970168612191,0.0104986876640419,1.0,1.0,730_plus,3_5,1
Open,Partner Referral,005Wrx3urpzsQneM9P,AE,5,3,2,0,1290,-803,0.0,0.0,0.6,0.4,0.0,0.0038729666924864,0.0,-0.0062344139650872,1.0,1.0,730_plus,3_5,0
Qualified,Partner Referral,005kGz3iLXUMdHQq3f,SDR,5,3,2,1,1327,-331,0.0,0.0,0.6,0.4,0.2,0.0037650602409638,0.0007530120481927,-0.0151515151515151,1.0,1.0,730_plus,3_5,1
Working,Inbound,005tcchhnKXX6SYaxV,SDR,3,1,2,2,414,892,65.0,40.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0072289156626506,0.0048192771084337,0.0033594624860022,0.024390243902439025,0.015151515151515152,366_730,3_5,0
Open,Event,0050fGb9Xo51dtJbLu,AE,2,1,1,0,1300,-316,0.0,0.0,0.5,0.5,0.0,0.0015372790161414,0.0,-0.0063492063492063,1.0,1.0,730_plus,1_2,1
Qualified,Event,005oTuswObpFtGANeE,SDR,5,4,1,1,1196,-1009,0.0,0.0,0.8,0.2,0.2,0.0041771094402673,0.0008354218880534,-0.0049603174603174,1.0,1.0,730_plus,3_5,0
Open,Partner Referral,0053OvJBQj7lluaSJM,SDR,3,0,3,1,372,219,0.0,0.0,0.0,1.0,0.3333333333333333,0.0080428954423592,0.002680965147453,0.0136363636363636,1.0,1.0,366_730,3_5,1
Working,Web,005xi0Xi0wCwuciNbG,SDR,4,3,1,0,617,806,0.0,0.0,0.75,0.25,0.0,0.0064724919093851,0.0,0.0049566294919454,1.0,1.0,366_730,3_5,1
Working,Web,005zQVR4ms4RjAh8MF,BDR,2,0,2,1,607,-197,0.0,0.0,0.0,1.0,0.5,0.0032894736842105,0.0016447368421052,-0.010204081632653,1.0,1.0,366_730,1_2,0
Nurturing,Partner Referral,005xa0kEIUpEcdrhWI,AE,3,2,1,0,388,1225,94.0,67.0,0.6666666666666666,0.3333333333333333,0.0,0.0077120822622107,0.0,0.0024469820554649,0.014705882352941176,0.010526315789473684,366_730,3_5,0
Open,Inbound,005Zig763saiCy9Xs5,BDR,3,1,2,2,511,1068,249.0,236.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.005859375,0.00390625,0.0028063610851262,0.004219409282700422,0.004,366_730,3_5,1
Open,Web,005dKuyWKIuifL64ip,BDR,3,0,3,1,1338,-1302,0.0,0.0,0.0,1.0,0.3333333333333333,0.0022404779686333,0.0007468259895444,-0.0023059185242121,1.0,1.0,730_plus,3_5,1
Qualified,Inbound,005DtIhNjUqehYU9Ld,SDR,1,1,0,0,1087,-80,243.0,228.0,1.0,0.0,0.0,0.0009191176470588,0.0,-0.0126582278481012,0.004366812227074236,0.004098360655737705,730_plus,1_2,1
Qualified,Inbound,005tcchhnKXX6SYaxV,SDR,3,3,0,0,562,744,0.0,0.0,1.0,0.0,0.0,0.0053285968028419,0.0,0.0040268456375838,1.0,1.0,366_730,3_5,1
Working,Event,005H18uJWTVdyNheWe,BDR,1,1,0,1,1266,-1151,0.0,0.0,1.0,0.0,1.0,0.0007892659826361,0.0007892659826361,-0.0008695652173913,1.0,1.0,730_plus,1_2,0
Qualified,Outbound,005iSUGFUqSTcmtbKs,SDR,3,1,2,2,256,569,608.0,586.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0116731517509727,0.0077821011673151,0.0052631578947368,0.0017035775127768314,0.0016420361247947454,181_365,3_5,1
Working,Trade Show,005iSUGFUqSTcmtbKs,SDR,3,1,2,1,1258,-433,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0023828435266084,0.0007942811755361,-0.0069444444444444,1.0,1.0,730_plus,3_5,0
Nurturing,Event,005PcnSwvycOiPT9zy,SDR,3,2,1,2,305,571,187.0,173.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0098039215686274,0.0065359477124183,0.0052447552447552,0.005747126436781609,0.005319148936170213,181_365,3_5,0
Working,Web,005bRaTeyEXQ8Puofm,BDR,5,4,1,2,1157,21,0.0,0.0,0.8,0.2,0.4,0.0043177892918825,0.001727115716753,0.2272727272727272,1.0,1.0,730_plus,3_5,0
Nurturing,Web,0058Bwr0RkCwwLehpc,BDR,2,2,0,2,208,277,0.0,0.0,1.0,0.0,1.0,0.0095693779904306,0.0095693779904306,0.0071942446043165,1.0,1.0,181_365,1_2,0
Open,Outbound,005lwhmSG1MSOXLTAt,SDR,5,5,0,5,453,556,47.0,28.0,1.0,0.0,1.0,0.0110132158590308,0.0110132158590308,0.0089766606822262,0.034482758620689655,0.020833333333333332,366_730,3_5,1
Working,Trade Show,005M5xWWu90p0JPGJQ,BDR,0,0,0,0,354,-34,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,181_365,0,1
Qualified,Web,005RpFPjmmumSx8sB2,AE,6,2,4,1,871,779,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.0068807339449541,0.0011467889908256,0.0076923076923076,1.0,1.0,730_plus,6_10,1
Open,Inbound,005YJKL1sxnz5KucCa,SDR,6,3,3,3,395,267,0.0,0.0,0.5,0.5,0.5,0.0151515151515151,0.0075757575757575,0.0223880597014925,1.0,1.0,366_730,6_10,0
Open,Partner Referral,005IgSO06ukUkmxr0U,BDR,2,2,0,0,448,-47,233.0,206.0,1.0,0.0,0.0,0.0044543429844097,0.0,-0.0434782608695652,0.004830917874396135,0.004273504273504274,366_730,1_2,1
Qualified,Event,0052yGgxi1v4hCqV4x,SDR,3,2,1,0,98,1083,672.0,661.0,0.6666666666666666,0.3333333333333333,0.0,0.0303030303030303,0.0,0.0027675276752767,0.0015105740181268882,0.0014858841010401188,91_180,3_5,1
Qualified,Outbound,005rfIoTPQqJtbyYEc,SDR,9,2,7,3,1232,-92,0.0,0.0,0.2222222222222222,0.7777777777777778,0.3333333333333333,0.0072992700729927,0.0024330900243309,-0.0989010989010989,1.0,1.0,730_plus,6_10,1
Qualified,Inbound,005lLx9Ibg63D1HhJT,AE,3,1,2,1,1330,-1077,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0022539444027047,0.0007513148009015,-0.0027881040892193,1.0,1.0,730_plus,3_5,0
Qualified,Event,005tRa1eePdjJYM6mg,BDR,3,1,2,2,329,1115,354.0,332.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.009090909090909,0.006060606060606,0.0026881720430107,0.003003003003003003,0.0028169014084507044,181_365,3_5,0
Qualified,Web,005RMzHVKudpQtLAvV,SDR,4,4,0,0,1258,277,0.0,0.0,1.0,0.0,0.0,0.0031771247021445,0.0,0.014388489208633,1.0,1.0,730_plus,3_5,1
Open,Outbound,005oy1dBH72KcdA9bM,SDR,2,1,1,0,690,636,0.0,0.0,0.5,0.5,0.0,0.0028943560057887,0.0,0.0031397174254317,1.0,1.0,366_730,1_2,0
Nurturing,Event,005vvizm5OfORbfBYV,SDR,2,0,2,1,974,311,23.0,2.0,0.0,1.0,0.5,0.002051282051282,0.001025641025641,0.0064102564102564,0.3333333333333333,0.041666666666666664,730_plus,1_2,0
Open,Web,0052yGgxi1v4hCqV4x,SDR,5,3,2,2,626,555,112.0,103.0,0.6,0.4,0.4,0.0079744816586921,0.0031897926634768,0.0089928057553956,0.009615384615384616,0.008849557522123894,366_730,3_5,0
Qualified,Inbound,005VLfsfX7zhRzFubF,SDR,4,3,1,2,1157,-360,0.0,0.0,0.75,0.25,0.5,0.003454231433506,0.001727115716753,-0.011142061281337,1.0,1.0,730_plus,3_5,1
Working,Partner Referral,005lWDDSfm41preSiA,SDR,3,2,1,1,380,1271,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0078740157480314,0.0026246719160104,0.0023584905660377,1.0,1.0,366_730,3_5,0
Open,Trade Show,00512E80qDwAaI1oOE,SDR,3,1,2,1,389,975,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0076923076923076,0.0025641025641025,0.0030737704918032,1.0,1.0,366_730,3_5,0
Nurturing,Event,005n3YnrPf6lJOdoQd,AE,3,1,2,2,983,-545,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0030487804878048,0.0020325203252032,-0.0055147058823529,1.0,1.0,730_plus,3_5,1
Open,Trade Show,005DleKhounx1YJ0rP,BDR,4,3,1,2,10,-30,1034.0,1015.0,0.75,0.25,0.5,0.3636363636363636,0.1818181818181818,-0.1379310344827586,0.000984251968503937,0.000966183574879227,0_30,3_5,0
Qualified,Web,005o6FGxPqqWKpnCkp,AE,6,1,5,0,982,321,0.0,0.0,0.1666666666666666,0.8333333333333334,0.0,0.0061037639877924,0.0,0.0186335403726708,1.0,1.0,730_plus,6_10,0
Nurturing,Trade Show,00569YZ8tMEls1oPGs,SDR,7,2,5,3,955,543,0.0,0.0,0.2857142857142857,0.7142857142857143,0.4285714285714285,0.0073221757322175,0.0031380753138075,0.0128676470588235,1.0,1.0,730_plus,6_10,1
Open,Event,005lwhmSG1MSOXLTAt,SDR,5,2,3,2,577,432,0.0,0.0,0.4,0.6,0.4,0.0086505190311418,0.0034602076124567,0.0115473441108545,1.0,1.0,366_730,3_5,0
Nurturing,Trade Show,005iSUGFUqSTcmtbKs,SDR,2,1,1,0,199,626,760.0,742.0,0.5,0.5,0.0,0.01,0.0,0.0031897926634768,0.0013458950201884253,0.001314060446780552,181_365,1_2,0
Working,Inbound,005F4DJKwnDrFRcqbf,BDR,1,0,1,0,373,786,298.0,276.0,0.0,1.0,0.0,0.0026737967914438,0.0,0.0012706480304955,0.0036101083032490976,0.0033444816053511705,366_730,1_2,1
Working,Outbound,005Sq8Z0wjCdFUQUHx,SDR,3,2,1,1,356,387,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0084033613445378,0.0028011204481792,0.0077319587628865,1.0,1.0,181_365,3_5,0
Nurturing,Event,005RYrmmC3EMzwluqj,BDR,2,1,1,1,1407,-1047,0.0,0.0,0.5,0.5,0.5,0.0014204545454545,0.0007102272727272,-0.0019120458891013,1.0,1.0,730_plus,1_2,1
Working,Outbound,005ygjBY3eCoYXQvBW,SDR,5,4,1,0,979,551,0.0,0.0,0.8,0.2,0.0,0.0051020408163265,0.0,0.0090579710144927,1.0,1.0,730_plus,3_5,0
Open,Partner Referral,005XZUpRP9HBvLfhY6,BDR,4,0,4,1,530,536,0.0,0.0,0.0,1.0,0.25,0.007532956685499,0.0018832391713747,0.0074487895716946,1.0,1.0,366_730,3_5,1
Nurturing,Event,005tNEaaVidaDN1aY5,AE,1,1,0,1,24,1468,867.0,846.0,1.0,0.0,1.0,0.04,0.04,0.0006807351940095,0.0011806375442739079,0.001152073732718894,0_30,1_2,0
Qualified,Inbound,005F4DJKwnDrFRcqbf,BDR,2,1,1,0,25,1134,496.0,474.0,0.5,0.5,0.0,0.0769230769230769,0.0,0.0017621145374449,0.002105263157894737,0.002012072434607646,0_30,1_2,0
Nurturing,Partner Referral,005zQVR4ms4RjAh8MF,BDR,2,1,1,1,1337,-927,0.0,0.0,0.5,0.5,0.5,0.0014947683109118,0.0007473841554559,-0.0021598272138228,1.0,1.0,730_plus,1_2,1
Qualified,Partner Referral,005Sq8Z0wjCdFUQUHx,SDR,6,4,2,2,720,23,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0083217753120665,0.0027739251040221,0.25,1.0,1.0,366_730,6_10,0
Nurturing,Trade Show,005Rxy2aV7ygR0ASuT,BDR,5,4,1,2,635,996,0.0,0.0,0.8,0.2,0.4,0.0078616352201257,0.0031446540880503,0.0050150451354062,1.0,1.0,366_730,3_5,1
Open,Web,005zQVR4ms4RjAh8MF,BDR,2,1,1,1,520,-110,17.0,0.0,0.5,0.5,0.5,0.0038387715930902,0.0019193857965451,-0.018348623853211,1.0,0.05555555555555555,366_730,1_2,1
Open,Outbound,005GBFWjFmmyU3YASa,BDR,2,0,2,1,1051,-341,0.0,0.0,0.0,1.0,0.5,0.0019011406844106,0.0009505703422053,-0.0058823529411764,1.0,1.0,730_plus,1_2,1
Working,Partner Referral,005eDoAsKFf2bpyVk2,BDR,3,2,1,0,936,-825,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0032017075773745,0.0,-0.0036407766990291,1.0,1.0,730_plus,3_5,0
Nurturing,Trade Show,005SW3xD3pVRHzXb4Z,SDR,1,0,1,0,968,470,305.0,275.0,0.0,1.0,0.0,0.001031991744066,0.0,0.0021231422505307,0.0036231884057971015,0.0032679738562091504,730_plus,1_2,1
Open,Partner Referral,005kYbLfois6p7LjKf,SDR,2,1,1,1,1074,-567,0.0,0.0,0.5,0.5,0.5,0.001860465116279,0.0009302325581395,-0.0035335689045936,1.0,1.0,730_plus,1_2,0
Qualified,Inbound,005bZBvn4MclbYAtNN,SDR,1,1,0,0,701,-215,0.0,0.0,1.0,0.0,0.0,0.0014245014245014,0.0,-0.0046728971962616,1.0,1.0,366_730,1_2,0
